smiles,pchembl_value,target_name,target_id
COc1cc2nc(N(C)CCCCCCN(C)C(=O)c3cccc(CN(C)C)c3)nc(N)c2cc1OC,6.13,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CCCCCC(=O)N2CCC[C@H]2C(N)=O)CC1,7.36,Serotonin 1a (5-HT1a) receptor,0
NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,6.67,Serotonin 1a (5-HT1a) receptor,0
O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2ccc(Cl)cc2)CC1,8.41,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1,10.51,Serotonin 1a (5-HT1a) receptor,0
COc1ccc(OCCNCC2(F)CCN(C(=O)c3ccc(Cl)c(Cl)c3)CC2)cc1,8.91,Serotonin 1a (5-HT1a) receptor,0
CNc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1,9.93,Serotonin 1a (5-HT1a) receptor,0
CN(C)c1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1,9.52,Serotonin 1a (5-HT1a) receptor,0
CC(=O)Nc1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1,10.08,Serotonin 1a (5-HT1a) receptor,0
O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1,10.22,Serotonin 1a (5-HT1a) receptor,0
O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1,9.37,Serotonin 1a (5-HT1a) receptor,0
Cc1cccc(C#N)c1-c1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,6.11,Serotonin 1a (5-HT1a) receptor,0
C[C@H](CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O,6.31,Serotonin 1a (5-HT1a) receptor,0
O=C(/C=C/c1ccccc1)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)Cc1cccnc1.O=C(O)C(F)(F)F,6.0,Serotonin 1a (5-HT1a) receptor,0
C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,6.17,Serotonin 1a (5-HT1a) receptor,0
CCCN(CCC)C1CCc2cccc(O)c2C1,8.68,Serotonin 1a (5-HT1a) receptor,0
CCCN1CCc2cccc3c2C1Cc1cccc(OCCCn2cc(CCN4CCN(c5ccccc5OC)CC4)nn2)c1-3,8.12,Serotonin 1a (5-HT1a) receptor,0
Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,9.1,Serotonin 1a (5-HT1a) receptor,0
O=C(Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1)Nc1cccnc1,6.4,Serotonin 1a (5-HT1a) receptor,0
O=C(Cc1cccnc1)Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1,8.86,Serotonin 1a (5-HT1a) receptor,0
O=C(Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1)Nc1ccccn1,8.12,Serotonin 1a (5-HT1a) receptor,0
c1ccc(CCN2CCN(c3ccccc3)CC2)cc1,7.37,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1,8.6,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCOCC5)c4)CC3)cccc2n1,8.3,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCC5)c4)CC3)cccc2n1,8.0,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4cccc(C5CCNCC5)c4)CC3)cccc2n1,8.2,Serotonin 1a (5-HT1a) receptor,0
O=C1NCCc2cc(F)c3c(c21)CC(N(CCCc1c[nH]c2ccc(F)cc12)CC1CC1)CO3,7.3,Serotonin 1a (5-HT1a) receptor,0
O=C1NCCc2ccc3c(c21)CC(N(CCCc1c[nH]c2ccc(F)cc12)CC1CC1)CO3,7.72,Serotonin 1a (5-HT1a) receptor,0
CNC(=O)Cn1c2c(c3ccccc31)CCN(CCCCC13CCCc4cccc(c41)NC3=O)C2,6.89,Serotonin 1a (5-HT1a) receptor,0
O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1,7.29,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc(N2CCN(CCNC(=O)c3ccc4ccccc4c3)CC2)cc1,6.66,Serotonin 1a (5-HT1a) receptor,0
O=C1c2ccccc2C(=O)N1CCN1CC=C(c2ccccc2)CC1,6.15,Serotonin 1a (5-HT1a) receptor,0
COc1ccc(OCCNCC2COC(c3ccccc3)(c3ccccc3)O2)cc1OC,7.01,Serotonin 1a (5-HT1a) receptor,0
NC1=Nc2cccc(Cl)c2CN1,5.77,Serotonin 1a (5-HT1a) receptor,0
c1ccc(N2CC(CNCCc3c[nH]c4ccccc34)Oc3ccccc32)cc1,7.52,Serotonin 1a (5-HT1a) receptor,0
CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1,8.29,Serotonin 1a (5-HT1a) receptor,0
CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)C3CCCCC3)CC2)c1,7.4,Serotonin 1a (5-HT1a) receptor,0
C=CCOc1cccc2c1-c1cc(OC)cc3c1[C@@H](C2)N(C)CC3,7.18,Serotonin 1a (5-HT1a) receptor,0
C=CCc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3,6.87,Serotonin 1a (5-HT1a) receptor,0
C=CCc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(CCC)CC3,6.1,Serotonin 1a (5-HT1a) receptor,0
CN(C)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,6.95,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)cc(F)cc2n1,9.1,Serotonin 1a (5-HT1a) receptor,0
COc1ccc2c(c1)c(C1=CCNCC1)cn2S(=O)(=O)c1ccc(N)cc1,7.01,Serotonin 1a (5-HT1a) receptor,0
OC(CNC1CCCCCC1)COc1cccc2[nH]ccc12,7.95,Serotonin 1a (5-HT1a) receptor,0
COc1cc(N2CCN(C3CCN(c4cccc5c(C)ccnc45)CC3)CC2)c2ncccc2c1,9.21,Serotonin 1a (5-HT1a) receptor,0
COc1cc(N2CCN(C3CCN(c4ccc(F)c5cc(C(F)(F)F)cnc45)CC3)CC2)c2ncccc2c1,9.06,Serotonin 1a (5-HT1a) receptor,0
COc1cc(N2CCN(C3CCN(c4ccc(F)c5c(OC)cc(C(F)(F)F)nc45)CC3)CC2)c2ncccc2c1,8.7,Serotonin 1a (5-HT1a) receptor,0
CCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,6.82,Serotonin 1a (5-HT1a) receptor,0
Fc1ccc(OCc2ccc(Cl)c(Cl)c2)c(C2CCNCC2)c1,5.94,Serotonin 1a (5-HT1a) receptor,0
Cc1sc2ccc(Cl)cc2c1S(=O)(=O)Nc1ccc2nccc(N3CCNCC3)c2c1,6.6,Serotonin 1a (5-HT1a) receptor,0
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccc4[nH]c(CO)cc4c3O1)CC2,9.22,Serotonin 1a (5-HT1a) receptor,0
Fc1ccc2[nH]cc(CCCNCCOc3cccc4ncccc34)c2c1,7.45,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CCCCCCn2c(=O)oc3ccccc32)CC1,8.89,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CCCCC(=O)NC2CCCc3ccccc32)CC1,8.22,Serotonin 1a (5-HT1a) receptor,0
Cn1cnc(-c2ccc3c(c2)c(C2CCN(CCN4CCOC4=O)CC2)cn3-c2ccc(F)cc2)n1,7.6,Serotonin 1a (5-HT1a) receptor,0
COc1cccc(OC)c1OCCNCC1Cc2ccccc2C(c2ccccc2)C1,8.2,Serotonin 1a (5-HT1a) receptor,0
Cn1ccc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)n1,7.48,Serotonin 1a (5-HT1a) receptor,0
O=C1Cc2ccccc2N1CCCCCCN1CCc2ccccc2C1,6.24,Serotonin 1a (5-HT1a) receptor,0
Nc1nc(NCCc2c[nH]c3ccccc23)nc(NCCN2CCN(c3ccccc3)CC2)n1,6.39,Serotonin 1a (5-HT1a) receptor,0
Nc1nc(NCCCCN2CCN(c3ccccc3)CC2)nc(NCCc2c[nH]c3ccccc23)n1,7.5,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1OCCNc1nc(N)nc(NCCc2c[nH]c3ccccc23)n1,5.5,Serotonin 1a (5-HT1a) receptor,0
Nc1nc(NCCc2cccc(Cl)c2Cl)nc(NCCc2c[nH]c3ccccc23)n1,6.15,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(c1)[C@@H](O)[C@H](N1CCC(c3cccc4c3OCCO4)CC1)C2,9.26,Serotonin 1a (5-HT1a) receptor,0
O=C(NC1CC1)c1ccc(F)c2c1CC(N(CCCc1c[nH]c3ccc(F)cc13)C1CCC1)CO2,7.72,Serotonin 1a (5-HT1a) receptor,0
COc1ccc2c(c1)c(C1=CCNCC1)cn2S(=O)(=O)c1cccc2ncccc12,5.53,Serotonin 1a (5-HT1a) receptor,0
Cc1nc2c(N3CCN([C@H]4CC[C@@H](c5c[nH]c6ccccc65)CC4)CC3)cccc2[nH]1,7.97,Serotonin 1a (5-HT1a) receptor,0
COc1ccc2c(=O)c3cc(CN4CCN(C)CC4)ccc3oc2c1.Cl.Cl,4.8,Serotonin 1a (5-HT1a) receptor,0
NS(=O)(=O)NCCCCCCN1CCN(c2cccc(Cl)c2)CC1,7.68,Serotonin 1a (5-HT1a) receptor,0
O=S(=O)(c1ccccc1F)n1cc(C2=CCNCC2)c2ccccc21,6.06,Serotonin 1a (5-HT1a) receptor,0
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,6.4,Serotonin 1a (5-HT1a) receptor,0
O[C@H]1[C@@H](CN2CCC(Cc3ccccc3)CC2)CCC1(c1ccccc1)c1ccccc1,8.12,Serotonin 1a (5-HT1a) receptor,0
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN2CCC[C@@H]2C1,6.7,Serotonin 1a (5-HT1a) receptor,0
C[C@H](Oc1ccccc1CC1CC1)C1=NCCN1,8.24,Serotonin 1a (5-HT1a) receptor,0
Clc1ccc2c(c1)N=C(N1CCN(C3CCCCC3)CC1)c1cccnc1O2,6.88,Serotonin 1a (5-HT1a) receptor,0
COc1cc(OC)c2c(c1CO)C[C@H]1c3cc4c(cc3CCN1C2)OCO4,6.22,Serotonin 1a (5-HT1a) receptor,0
COc1ccc2c(c1)C[C@@H](N1CCN(c3cccc4c3OCCO4)CC1)[C@H]2O,7.63,Serotonin 1a (5-HT1a) receptor,0
Cc1cccc(O)c1-c1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,7.31,Serotonin 1a (5-HT1a) receptor,0
COc1cccc(OC)c1OCCNC[C@H]1C[C@H](c2ccccc2)c2ccccc2S1,7.99,Serotonin 1a (5-HT1a) receptor,0
NCCc1c[nH]c2ccc(OCCNC(=O)COc3ccc4[nH]cc(CCN)c4c3)cc12,8.66,Serotonin 1a (5-HT1a) receptor,0
O=S(=O)(Nc1ccc2nccc(N3CCNCC3)c2c1)c1ccc(-c2ccccc2)cc1,6.2,Serotonin 1a (5-HT1a) receptor,0
COc1cccc2c(CCN3CC=C(c4c[nH]c5ccc(F)cc45)CC3)coc12,8.0,Serotonin 1a (5-HT1a) receptor,0
O=C1Nc2cccc3c2C1(CCCCN1CC=C(c2ccccc2)CC1)CCC3,6.77,Serotonin 1a (5-HT1a) receptor,0
O=C1OCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ncccn4)cc23)CC1,7.33,Serotonin 1a (5-HT1a) receptor,0
NCCc1c[nH]c2ccc(C(N)=O)cc12,9.2,Serotonin 1a (5-HT1a) receptor,0
Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCN(C)CC4)c3c2)sc2ccc(Cl)cc12,6.1,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CCN(C(=O)C23C4C5C2C2C3C4C52CF)c2ccccn2)CC1,9.27,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CCN(C(=O)C23CCC(CF)(CC2)C3)c2ccccn2)CC1,9.05,Serotonin 1a (5-HT1a) receptor,0
Fc1ccc(N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)c(-c2ccccc2)c1,7.92,Serotonin 1a (5-HT1a) receptor,0
CC(C)(CCCN1CC[C@@H]2CCCC[C@H]2C1)S(=O)(=O)c1ccccc1,5.82,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CCCCn2c(=O)ccc(=O)n2-c2ccccc2)CC1,7.96,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CCCCn2c(=O)c3ccccc3c(=O)n2-c2ccccc2)CC1,7.37,Serotonin 1a (5-HT1a) receptor,0
COc1cccc(N2CCN(CCOc3ccccc3C(N)=O)CC2)c1,6.81,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1,9.4,Serotonin 1a (5-HT1a) receptor,0
Fc1ccc2[nH]cc(CCCNC3COc4c(ccc5ncccc45)C3)c2c1,7.17,Serotonin 1a (5-HT1a) receptor,0
CCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)c(F)c21,8.6,Serotonin 1a (5-HT1a) receptor,0
CC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,9.5,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nnnn4-5)CC3)cccc2n1,9.3,Serotonin 1a (5-HT1a) receptor,0
CO/N=C(\C)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,8.8,Serotonin 1a (5-HT1a) receptor,0
COc1cc(N2CCN(C3CCN(c4cc(Br)cc5cccnc45)CC3)CC2)c2ncccc2c1,9.21,Serotonin 1a (5-HT1a) receptor,0
O=C1Cc2ccccc2N1CCCCN1CCN(c2ccccc2)CC1,6.91,Serotonin 1a (5-HT1a) receptor,0
COc1cccc(OC)c1OCCNC[C@@H]1CO[C@H](c2ccccc2)CO1,6.59,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCN(C)CC5=O)c4)CC3)cccc2n1,7.7,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,9.6,Serotonin 1a (5-HT1a) receptor,0
CC(C)c1ccccc1N1CCN(CCCCCC(=O)N2CCc3ccccc3C2)CC1,8.43,Serotonin 1a (5-HT1a) receptor,0
CSc1ccccc1N1CCN(CCCCCC(=O)N2Cc3ccccc3C2)CC1,8.97,Serotonin 1a (5-HT1a) receptor,0
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,6.76,Serotonin 1a (5-HT1a) receptor,0
CCN(CCCCc1c[nH]c2ccc(F)cc12)C1COc2c(F)ccc(C(N)=O)c2C1,6.48,Serotonin 1a (5-HT1a) receptor,0
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,8.1,Serotonin 1a (5-HT1a) receptor,0
O[C@@H]1c2cc3c(cc2C[C@H]1N1CCC(c2cccc4c2OCCO4)CC1)OCO3,9.28,Serotonin 1a (5-HT1a) receptor,0
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,7.68,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)CC1.Cl,6.71,Serotonin 1a (5-HT1a) receptor,0
CC1(c2ccc(Cl)cc2)NC(=O)N(CC(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O.Cl,7.0,Serotonin 1a (5-HT1a) receptor,0
CN1CCN(c2nc(N)nc(C[Se]c3ccccc3)n2)CC1,5.5,Serotonin 1a (5-HT1a) receptor,0
O=C(Cc1ccccc1)Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1,6.04,Serotonin 1a (5-HT1a) receptor,0
O=C(Nc1ccccc1)Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1,5.64,Serotonin 1a (5-HT1a) receptor,0
O=C(Cc1ccccn1)Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1,8.32,Serotonin 1a (5-HT1a) receptor,0
COc1ccc(-c2ccccc2N2CCN(C[C@@H](O)COc3cnccn3)CC2)cc1,7.08,Serotonin 1a (5-HT1a) receptor,0
COc1ccc(-c2ccccc2C2CCN(C[C@@H](O)COc3ccc(-c4cn5ccccc5n4)cc3)CC2)cc1,5.56,Serotonin 1a (5-HT1a) receptor,0
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,8.74,Serotonin 1a (5-HT1a) receptor,0
COc1ccc(-c2ccccc2N2CCN(CCOCCC(=O)NCc3cccnc3)CC2)cc1,5.89,Serotonin 1a (5-HT1a) receptor,0
C1=C(c2ccc3ccccc3c2)CC2CCC1N2CCOc1cccc2[nH]ccc12,6.53,Serotonin 1a (5-HT1a) receptor,0
O[C@@H]1c2cc(F)c(F)cc2C[C@H]1N1CCC(c2cccc3c2OCCO3)CC1,8.66,Serotonin 1a (5-HT1a) receptor,0
Fc1cccc(OCc2ccccc2N2CCNCC2)c1,6.94,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccccc4)n3C)CC2)CC1,5.89,Serotonin 1a (5-HT1a) receptor,0
O=c1ccc(=O)n(-c2ccccc2)n1CCCCN1CCN(c2cccc(Cl)c2)CC1,7.3,Serotonin 1a (5-HT1a) receptor,0
O=c1c2ccccc2ncn1CCCCN1CCN(c2cccc(Cl)c2)CC1,7.3,Serotonin 1a (5-HT1a) receptor,0
COc1ccc(CNC(=O)CCCCCN2CCN(c3ncccc3-c3ccncc3)CC2)cc1,6.21,Serotonin 1a (5-HT1a) receptor,0
O=C(CCOCCN1CCN(c2ccccc2-c2ccc(F)cc2)CC1)NCc1ccc(F)nc1,6.36,Serotonin 1a (5-HT1a) receptor,0
N#Cc1ccc(C(=O)CCCN2CCc3ccccc3C2)cc1,6.53,Serotonin 1a (5-HT1a) receptor,0
CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OCC=C(C)C)c1-3,6.83,Serotonin 1a (5-HT1a) receptor,0
COc1cccc(OC)c1OCCNC[C@@H]1COCC(c2ccccc2)(c2ccccc2)O1,7.35,Serotonin 1a (5-HT1a) receptor,0
C=CCOc1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,7.92,Serotonin 1a (5-HT1a) receptor,0
COc1cccc(OCCNCC2COC(c3ccccc3)(c3ccccc3)O2)c1OC,8.12,Serotonin 1a (5-HT1a) receptor,0
c1ccc(-c2ccccc2OCCNCC2COC(c3ccccc3)(c3ccccc3)O2)cc1,8.66,Serotonin 1a (5-HT1a) receptor,0
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4COC5)CC3)cc21,8.16,Serotonin 1a (5-HT1a) receptor,0
Cc1c(OCCCCN2CCN(c3cccc4cc(F)ccc34)CC2)ccc2c1C(=O)NC2,7.76,Serotonin 1a (5-HT1a) receptor,0
c1ccc(C2(c3ccccc3)COCC(CNCCOc3ccccn3)O2)cc1,9.05,Serotonin 1a (5-HT1a) receptor,0
O=[N+]([O-])c1ccccc1OCCNCC1COCC(c2ccccc2)(c2ccccc2)O1,9.25,Serotonin 1a (5-HT1a) receptor,0
Cc1ccccc1OCCNCC1COCC(c2ccccc2)(c2ccccc2)O1,8.95,Serotonin 1a (5-HT1a) receptor,0
Clc1ccccc1OCCNCC1COCC(c2ccccc2)(c2ccccc2)O1,9.1,Serotonin 1a (5-HT1a) receptor,0
c1ccc(OCCNC[C@@H]2COC[C@H](c3ccccc3)O2)cc1,7.27,Serotonin 1a (5-HT1a) receptor,0
Cc1ccccc1N1CCN(CCCCn2c(=O)sc3ccccc32)CC1,7.99,Serotonin 1a (5-HT1a) receptor,0
c1ccc(OCCNC[C@H]2COCC(c3ccccc3)(c3ccccc3)O2)cc1,9.4,Serotonin 1a (5-HT1a) receptor,0
c1ccc2c(NCCNc3ccnc4ccccc34)ccnc2c1,5.64,Serotonin 1a (5-HT1a) receptor,0
COc1ccc2c(NCCNc3ccnc4cc(OC)ccc34)ccnc2c1,6.05,Serotonin 1a (5-HT1a) receptor,0
CCCCNC(=O)N1CCC2(CC1)OCC(CN1CCN(c3ccccc3OC)CC1)O2,7.1,Serotonin 1a (5-HT1a) receptor,0
OC1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2CCCCc1ccc(F)cc1,6.99,Serotonin 1a (5-HT1a) receptor,0
O=C1Cc2ccccc2N1CCCCCN1CC[C@H]2CCCC[C@@H]2C1,6.31,Serotonin 1a (5-HT1a) receptor,0
O=C(Cc1ccccc1)Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1,9.24,Serotonin 1a (5-HT1a) receptor,0
O=C(Cc1ccncc1)Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1,8.65,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCN(Cc4ccc(C)c([N+](=O)[O-])c4)CC3)cccc2n1,7.4,Serotonin 1a (5-HT1a) receptor,0
C1=C(c2c[nH]c3ccccc23)CC2CCC1N2CCOc1cccc2[nH]ccc12,6.95,Serotonin 1a (5-HT1a) receptor,0
C1=C(c2c[nH]c3ccccc23)CC2CCC1N2CCOc1cccc2c1OCCO2,7.07,Serotonin 1a (5-HT1a) receptor,0
C1=C(c2cc3ccccc3[nH]2)CC2CCC1N2CCOc1cccc2ncccc12,6.5,Serotonin 1a (5-HT1a) receptor,0
NCCc1c[nH]c2ccc(O)cc12,8.61,Serotonin 1a (5-HT1a) receptor,0
CCN(CCc1c[nH]c2ccc(F)cc12)C1COc2c(F)ccc(C(N)=O)c2C1,7.48,Serotonin 1a (5-HT1a) receptor,0
Clc1cccc(Oc2ccccc2C2CCNCC2)c1,8.3,Serotonin 1a (5-HT1a) receptor,0
c1ccc(N2CCNCC2)c(COc2ccccc2C2CC2)c1,6.33,Serotonin 1a (5-HT1a) receptor,0
COc1cccc(OC)c1OCCNCC1COCC(c2ccccc2)(c2ccccc2)O1,8.85,Serotonin 1a (5-HT1a) receptor,0
CCN(CCCc1c[nH]c2ccc(F)cc12)[C@H]1COc2c(F)ccc(C(N)=O)c2C1,7.46,Serotonin 1a (5-HT1a) receptor,0
CN(CCCc1c[nH]c2ccc(F)cc12)[C@H]1COc2c(F)ccc(C(N)=O)c2C1,6.58,Serotonin 1a (5-HT1a) receptor,0
COc1cccc2c1C[C@@H](N(CCCc1c[nH]c3ccc(F)cc13)C1CCC1)CO2,8.67,Serotonin 1a (5-HT1a) receptor,0
Cc1cccc(S(=O)(=O)NCCCN2CC=C(c3c(C)[nH]c4ccc(Cl)cc34)CC2)c1,6.96,Serotonin 1a (5-HT1a) receptor,0
CCCN(CCCCn1ccc2ccc(F)cc21)C1COc2c(F)ccc(C(N)=O)c2C1,7.97,Serotonin 1a (5-HT1a) receptor,0
CCCN(CC1CCc2[nH]c3ccc(F)cc3c2C1)[C@H]1COc2c(F)ccc(C(N)=O)c2C1,8.13,Serotonin 1a (5-HT1a) receptor,0
CC(CCc1c[nH]c2ccc(F)cc12)N(CC1CC1)C1COc2c(F)ccc(C(N)=O)c2C1,8.73,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(N3CCN(CCc4cccc5c4CCC(=O)N5)CC3)cccc2n1,9.4,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(N3CCN(CCc4c(F)ccc5c4ccc(=O)n5C)CC3)cccc2n1,9.4,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(N3CCN(CCc4cccc5c4ccc(=O)n5C)[C@@H](C)C3)cc(F)cc2n1,9.0,Serotonin 1a (5-HT1a) receptor,0
O=C1CCC(=O)N1C[C@H]1CC[C@H]2CN(c3ncccn3)CCN2C1,7.04,Serotonin 1a (5-HT1a) receptor,0
CC(C)c1ccccc1N1CCN(CCCCCC(=O)NCc2ccc(C#N)cc2)CC1,7.28,Serotonin 1a (5-HT1a) receptor,0
CC(C)c1ccccc1N1CCN(CCCCCC(=O)NCc2ccccc2)CC1,6.86,Serotonin 1a (5-HT1a) receptor,0
CSc1ccccc1N1CCN(CCCCCC(=O)NCc2ccccc2)CC1,7.92,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CCCn2cc(CCCN3CCc4cc(O)c(O)cc4C(c4ccccc4C)C3)nn2)CC1,7.07,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1,7.14,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1OCCNC[C@@H]1CO[C@H](c2ccccc2)CO1,8.46,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4cccc(-c5ccncc5)c4)CC3)cccc2n1,8.1,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4cccc(C5CCN(C)CC5)c4)CC3)cccc2n1,8.5,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCN(C)CC5)c4)CC3)cccc2n1,8.6,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCN[C@H](C)C5)c4)CC3)cccc2n1,8.6,Serotonin 1a (5-HT1a) receptor,0
Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)ccc(Cl)c2n1,7.4,Serotonin 1a (5-HT1a) receptor,0
CCCN(CCC)C1CCc2cccc(O)c2C1,5.48,Serotonin 1a (5-HT1a) receptor,0
COc1cc2c(cc1OCc1ccccc1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,7.04,Serotonin 1a (5-HT1a) receptor,0
CCc1cc(-c2ccoc2)nc(N2CCN(C)CC2)n1,5.82,Serotonin 1a (5-HT1a) receptor,0
CNC1=Nc2cccc(Cl)c2C(C)N1,6.41,Serotonin 1a (5-HT1a) receptor,0
c1ccc(OCCNC[C@@H]2COCC(c3ccccc3)(c3ccccc3)O2)cc1,8.83,Serotonin 1a (5-HT1a) receptor,0
COc1ccc(-c2ccccc2N2CCN(CCCCOc3ccc(Cl)cc3F)CC2)cc1,6.01,Serotonin 1a (5-HT1a) receptor,0
CCC(CC)NCC(O)COc1cccc2[nH]ccc12,7.3,Serotonin 1a (5-HT1a) receptor,0
COc1ccccc1N1CCN(CCCC(=O)Nc2ccc(C(C)C)cc2)CC1.Cl,6.82,Serotonin 1a (5-HT1a) receptor,0
