"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4207633";"";"None";"473.82";"0";"3.92";"87";"O=S(=O)(NC1CCN(CCOc2cccc(Br)c2)CC1)c1ccc(Cl)cc1";"Ki";"'='";"408.0";"nM";"6.39";"";"";"UO_0000065";"13.48";"0.32";"2.47";"10.90";"0";"CHEMBL4201398";"Displacement of [3H]-5-CT from human serotonin 5-HT7B receptor expressed in HEK293 cells incubated for 1 hr by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196189";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"408.0"
"CHEMBL4203295";"";"None";"473.82";"0";"3.92";"85";"O=S(=O)(NC1CCN(CCOc2cccc(Br)c2)CC1)c1cccc(Cl)c1";"Ki";"'='";"86.0";"nM";"7.07";"";"";"UO_0000065";"14.91";"0.36";"3.15";"12.05";"0";"CHEMBL4201398";"Displacement of [3H]-5-CT from human serotonin 5-HT7B receptor expressed in HEK293 cells incubated for 1 hr by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196189";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"86.0"
"CHEMBL4208911";"";"None";"486.38";"0";"3.11";"61";"O=S(=O)(NC1CCN(CCOc2ccccc2)CC1)c1ccccc1I";"Ki";"'='";"258.0";"nM";"6.59";"";"";"UO_0000065";"13.55";"0.35";"3.48";"11.24";"0";"CHEMBL4201398";"Displacement of [3H]-5-CT from human serotonin 5-HT7B receptor expressed in HEK293 cells incubated for 1 hr by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196189";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"258.0"
"CHEMBL4204033";"";"None";"439.38";"0";"3.27";"60";"O=S(=O)(NC1CCN(CCOc2ccccc2)CC1)c1ccccc1Br";"Ki";"'='";"204.0";"nM";"6.69";"";"";"UO_0000065";"15.23";"0.35";"3.42";"11.41";"0";"CHEMBL4201398";"Displacement of [3H]-5-CT from human serotonin 5-HT7B receptor expressed in HEK293 cells incubated for 1 hr by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196189";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"204.0"
"CHEMBL4214208";"";"None";"409.96";"0";"4.12";"11";"O=C1Nc2ccccc2C12CCN(CCN1CCC(c3ccc(Cl)cc3)CC1)C2";"Ki";"'='";"284.0";"nM";"6.55";"";"";"UO_0000065";"15.97";"0.31";"2.43";"18.40";"0";"CHEMBL4195600";"Displacement of [3H]-5-CT from human 5-HT7b receptor expressed in HEK293 cell membranes after 1 hr at 37 degC by microbeta scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190399";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"0.284"
"CHEMBL85249";"";"None";"350.46";"0";"4.03";"5e";"O=C1Nc2cccc3c2C1(CCCCN1CCc2occc2C1)CCC3";"Ki";"'='";"15.85";"nM";"7.80";"";"";"UO_0000065";"22.26";"0.41";"3.77";"17.15";"0";"CHEMBL618159";"Ability to displace the radioligand [3H]5-carboxyamidotryptamine ([3H]5-CT) from human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135321";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3307648";"";"";"";"-7.8"
"CHEMBL592752";"";"None";"304.44";"0";"4.18";"4(2)";"Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1";"Ki";"'='";"0.2512";"nM";"9.60";"";"";"UO_0000065";"31.53";"0.57";"5.42";"117.50";"0";"CHEMBL1048662";"Displacement of [3H]LSD from human recombinant 5HT7 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153163";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";"";"9.6"
"CHEMBL3979307";"";"None";"455.65";"1";"5.74";"(S)-59";"C[C@H]1CN(c2ccccc2-c2ccccc2)CCN1CCCCCC(=O)NCc1ccccc1";"Ki";"'='";"36.5";"nM";"7.44";"";"";"UO_0000065";"16.32";"0.30";"1.70";"20.90";"0";"CHEMBL3857971";"Displacement of [3H]-5-CT from human 5-HT7b receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3856221";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"36.5"
"CHEMBL260872";"";"None";"395.52";"0";"4.42";"1o";"CCC1(CCCCN2CCN(c3ccc(F)cc3)CC2)C(=O)Nc2ccccc21";"Ki";"'='";"0.43";"nM";"9.37";"";"";"UO_0000065";"23.68";"0.44";"4.95";"26.33";"1";"CHEMBL1837760";"Displacement of [3H]CT from human 5-HT7 receptor expressed in CHO cells by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833955";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"0.43"
"CHEMBL238732";"";"None";"483.97";"1";"5.00";"37";"Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5c(c4)NC(=O)CO5)CC3)cc(Cl)cc2n1";"Ki";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"14.67";"0.29";"2.10";"11.15";"0";"CHEMBL885599";"Displacement of [3H]5CT from human cloned 5HT7a receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"-7.1"
"CHEMBL238730";"";"None";"467.52";"0";"4.49";"36";"Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5c(c4)NC(=O)CO5)CC3)cc(F)cc2n1";"Ki";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"15.19";"0.29";"2.61";"11.15";"0";"CHEMBL885599";"Displacement of [3H]5CT from human cloned 5HT7a receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"-7.1"
"CHEMBL3262411";"";"None";"311.43";"0";"3.02";"14l";"Oc1cccc(NCCCN2CCN(c3ccccc3)CC2)c1";"Ki";"'='";"10.1";"nM";"8.00";"";"";"UO_0000065";"25.67";"0.47";"4.98";"20.64";"0";"CHEMBL3270013";"Displacement of [3H]5-HT from human 5-HT7 receptor expressed in HEK293 cells after 30 mins by microbeta counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259775";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"10.1"
"CHEMBL3262409";"";"None";"375.52";"0";"4.19";"14n";"CN(CCCN1CCN(c2ccc3ccccc3c2)CC1)c1cccc(O)c1";"Ki";"'='";"434.2";"nM";"6.36";"";"";"UO_0000065";"16.94";"0.31";"2.17";"21.24";"0";"CHEMBL3270013";"Displacement of [3H]5-HT from human 5-HT7 receptor expressed in HEK293 cells after 30 mins by microbeta counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259775";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"434.2"
"CHEMBL3262416";"";"None";"366.51";"0";"3.29";"14p";"CC(=O)Nc1cccc(N(C)CCCN2CCN(c3ccccc3)CC2)c1";"Ki";"'='";"161.1";"nM";"6.79";"";"";"UO_0000065";"18.53";"0.34";"3.50";"17.50";"0";"CHEMBL3270013";"Displacement of [3H]5-HT from human 5-HT7 receptor expressed in HEK293 cells after 30 mins by microbeta counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259775";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"161.1"
"CHEMBL4215197";"";"None";"227.31";"0";"2.07";"1h";"Cc1ccccc1-c1n[nH]c2c1CCNCC2";"Ki";"'='";"881.0";"nM";"6.05";"";"";"UO_0000065";"26.64";"0.49";"3.99";"14.87";"0";"CHEMBL4199347";"Displacement of [3H]LSD from human 5-HT7 receptor expressed in HEK cell membranes after 1.5 hrs by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196105";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"881.0"
"CHEMBL1277917";"";"None";"356.45";"0";"2.15";"8af";"CN1CCN(c2ccc3[nH]nc(S(=O)(=O)c4ccccc4)c3c2)CC1";"Ki";"'='";"753.0";"nM";"6.12";"";"";"UO_0000065";"17.18";"0.33";"3.97";"8.84";"0";"CHEMBL1286375";"Displacement of [3H]LSD from human cloned 5HT7 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275334";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308376";"";"";"";"753.0"
"CHEMBL4218672";"";"None";"232.26";"0";"2.17";"2d";"Fc1ccc(-c2noc3c2CCNCC3)cc1";"Ki";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"31.33";"0.58";"5.11";"19.12";"0";"CHEMBL4199347";"Displacement of [3H]LSD from human 5-HT7 receptor expressed in HEK cell membranes after 1.5 hrs by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196105";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"53.0"
"CHEMBL4202995";"";"None";"247.73";"0";"2.42";"1f";"Clc1cccc(-c2n[nH]c3c2CCNCC3)c1";"Ki";"'='";"891.25";"nM";"6.05";"";"";"UO_0000065";"24.42";"0.49";"3.63";"14.86";"0";"CHEMBL4199347";"Displacement of [3H]LSD from human 5-HT7 receptor expressed in HEK cell membranes after 1.5 hrs by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196105";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"6.05"
"CHEMBL5077293";"";"None";"287.79";"0";"4.09";"3a";"COc1ccccc1-c1cc(C2CCNC2)ccc1Cl";"Ki";"'='";"2.754";"nM";"8.56";"";"";"UO_0000065";"29.74";"0.58";"4.47";"40.26";"0";"CHEMBL5039770";"Displacement of [3H] D-lysergic acid diethylamide from 5-HT7R (unknown origin) transfected in HEK293 cells incubated for 1.5 hrs by microbeta scintillation counter analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038590";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.5 hr";"AGONIST";"";"8.56"
"CHEMBL5185787";"";"None";"429.57";"0";"4.03";"6c";"O=c1n(CCCCCCN2CCN(c3cccc4ccccc34)CC2)nc2ccccn12";"Ki";"'='";"186.0";"nM";"6.73";"";"";"UO_0000065";"15.67";"0.29";"2.70";"14.70";"0";"CHEMBL5163615";"Displacement of [3H]-5-CT from human full length 5HT7BR expressed in HEK293 cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154833";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"BINDING AGENT";"";"186.0"
"CHEMBL5190996";"";"None";"439.99";"0";"3.78";"6g";"O=c1n(CC2CCC(CN3CCN(c4cccc(Cl)c4)CC3)CC2)nc2ccccn12";"Ki";"'='";"257.0";"nM";"6.59";"";"";"UO_0000065";"14.98";"0.29";"2.81";"14.40";"0";"CHEMBL5163615";"Displacement of [3H]-5-CT from human full length 5HT7BR expressed in HEK293 cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154833";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"BINDING AGENT";"";"257.0"
"CHEMBL3759205";"";"None";"446.59";"0";"4.30";"35";"CC(C)c1cccc(OCCN2C3CCC2CC(NS(=O)(=O)c2ccc(F)cc2)C3)c1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"20.15";"0.40";"4.70";"15.35";"0";"CHEMBL3762236";"Displacement of [3H]-5-CT from human 5-HT7B receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758131";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"1.0"
"CHEMBL3758286";"";"None";"463.04";"0";"4.82";"33";"CC(C)c1cccc(OCCN2C3CCC2CC(NS(=O)(=O)c2cccc(Cl)c2)C3)c1";"Ki";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"18.14";"0.37";"3.58";"14.32";"0";"CHEMBL3762236";"Displacement of [3H]-5-CT from human 5-HT7B receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758131";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"4.0"
"CHEMBL3759558";"";"None";"412.51";"0";"2.13";"32";"Cn1cc(S(=O)(=O)NC2CN(CCOc3ccccc3-c3ccccc3)C2)cn1";"Ki";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"17.93";"0.35";"5.27";"9.68";"0";"CHEMBL3762236";"Displacement of [3H]-5-CT from human 5-HT7B receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758131";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"40.0"
"CHEMBL3759651";"";"None";"436.55";"0";"3.43";"21";"CC(C)Oc1ccccc1OCCN1CCC(NS(=O)(=O)c2ccc(F)cc2)CC1";"Ki";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"17.34";"0.34";"4.14";"11.15";"0";"CHEMBL3762236";"Displacement of [3H]-5-CT from human 5-HT7B receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758131";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";"";"27.0"
"CHEMBL4174681";"";"None";"492.98";"0";"1.78";"17";"COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3cccc(F)c3)C2=O)CC1.Cl";"Ki";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"15.49";"0.29";"5.29";"8.28";"0";"CHEMBL4148419";"Displacement of [3H]-5-CT from human 5HT7BR expressed in HEK293 cell membranes after 1 hr by Microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145534";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"85.0"
"CHEMBL4170484";"";"None";"537.06";"1";"2.67";"18";"COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)CC1.Cl";"Ki";"'='";"566.0";"nM";"6.25";"";"";"UO_0000065";"12.48";"0.23";"3.58";"7.32";"0";"CHEMBL4148419";"Displacement of [3H]-5-CT from human 5HT7BR expressed in HEK293 cell membranes after 1 hr by Microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145534";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"566.0"
"CHEMBL4206203";"";"None";"485.05";"1";"5.22";"17";"CC(COc1ccccc1-c1ccccc1)N1CCC(NS(=O)(=O)c2cccc(Cl)c2)CC1";"Ki";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"15.45";"0.31";"2.27";"12.78";"0";"CHEMBL4178662";"Displacement of [3H]-5-CT from human 5-HT7b receptor expressed in HEK293 cells after 1 hr by microbeta counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177556";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"32.0"
"CHEMBL3139188";"";"None";"267.29";"0";"1.16";"4";"NC(N)=NC(=O)c1ccc2c(c1)C(O)c1ccccc1-2";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"28.97";"0.53";"6.58";"7.62";"0";"CHEMBL3373147";"Displacement of [3H]HT from human 5-HT7 receptor expressed in CHO cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352264";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"CHEMBL3308072";"";"";"";"18.0"
"CHEMBL3310114";"";"None";"338.19";"0";"1.82";"10f";"Cl.NC(N)=NC(=O)c1ccc2c(c1)C(O)c1ccc(Cl)cc1-2";"Ki";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"22.52";"0.44";"4.98";"6.68";"0";"CHEMBL3373147";"Displacement of [3H]HT from human 5-HT7 receptor expressed in CHO cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352264";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"CHEMBL3308072";"";"";"";"160.0"
"CHEMBL3310116";"";"None";"317.78";"0";"1.47";"10h";"Cc1cccc2c1C(O)c1cc(C(=O)N=C(N)N)ccc1-2.Cl";"Ki";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"25.10";"0.46";"5.59";"6.94";"0";"CHEMBL3373147";"Displacement of [3H]HT from human 5-HT7 receptor expressed in CHO cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352264";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"CHEMBL3308072";"";"";"";"87.0"
"CHEMBL3092753";"";"None";"251.29";"0";"1.67";"4";"NC(N)=NC(=O)c1ccc2c(c1)Cc1ccccc1-2";"Ki";"'='";"12.4";"nM";"7.91";"";"";"UO_0000065";"31.46";"0.57";"6.24";"9.70";"0";"CHEMBL3095679";"Displacement of [3H]5-HT from human 5-HT7 receptor expressed in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091369";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"12.4"
"CHEMBL2376449";"";"None";"342.49";"0";"4.98";"1-12";"Cc1cccc(N2CCN(Cc3ccccc3-c3ccccc3)CC2)c1";"Ki";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"17.29";"0.31";"0.94";"91.37";"0";"CHEMBL2378992";"Displacement of [3H]-LSD from 5HT7 receptor (unknown origin) expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375224";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307512";"";"";"";"1200.0"
"CHEMBL1917331";"";"None";"366.49";"0";"3.18";"11";"O=S(=O)(NCCN1CCc2ccccc2C1)c1ccc2ccccc2c1";"Ki";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"19.39";"0.37";"3.93";"14.39";"0";"CHEMBL1920541";"Displacement of [3H]-5-CT from human 5-HT7 receptor expressed in HEK293 cells after 1 hr by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914452";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";"";"";"";"78.0"
"CHEMBL1917345";"";"None";"454.60";"0";"3.12";"32";"COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3cccnc23)CC1";"Ki";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"15.97";"0.31";"4.14";"9.71";"0";"CHEMBL1920541";"Displacement of [3H]-5-CT from human 5-HT7 receptor expressed in HEK293 cells after 1 hr by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914452";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";"";"";"";"55.0"
"CHEMBL2376449";"";"None";"342.49";"0";"4.98";"1-12";"Cc1cccc(N2CCN(Cc3ccccc3-c3ccccc3)CC2)c1";"Ki";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"17.23";"0.31";"0.92";"91.05";"0";"CHEMBL2378992";"Displacement of [3H]-LSD from 5HT7 receptor (unknown origin) expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375224";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307512";"";"";"";"5.9"
"CHEMBL1277104";"";"None";"406.51";"0";"3.30";"8as";"CN1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)CC1";"Ki";"'='";"579.0";"nM";"6.24";"";"";"UO_0000065";"15.34";"0.29";"2.94";"9.00";"0";"CHEMBL1286375";"Displacement of [3H]LSD from human cloned 5HT7 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3155";"Serotonin 7 (5-HT7) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275334";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308376";"";"";"";"579.0"
