molecule_id,canonical_smiles,"Serotonin (5-HT) receptor","Serotonin 1 (5-HT1) receptor","Serotonin 1 receptors; 5-HT1B & 5-HT1D","Serotonin 1a (5-HT1a) receptor","Serotonin 1b (5-HT1b) receptor","Serotonin 1d (5-HT1d) receptor","Serotonin 1e (5-HT1e) receptor","Serotonin 1f (5-HT1f) receptor","Serotonin 2 (5-HT2) receptor","Serotonin 2 receptors; 5-HT2a & 5-HT2c","Serotonin 2a (5-HT2a) receptor","Serotonin 2b (5-HT2b) receptor","Serotonin 2c (5-HT2c) receptor","Serotonin 3 (5-HT3) receptor","Serotonin 3a (5-HT3a) receptor","Serotonin 3b (5-HT3b) receptor","Serotonin 4 (5-HT4) receptor","Serotonin 5a (5-HT5a) receptor","Serotonin 5b (5-HT5b) receptor","Serotonin 6 (5-HT6) receptor","Serotonin 7 (5-HT7) receptor"
4195,COc1ccc2c(c1)CCC=C2CCCN1CCN(c2ccccn2)CC1,,,,7.2,,,,,6.84,,,,,,,,,,,,
4218,COc1cccc2c1C(CCCN1CCN(c3ccccn3)CC1)=CCC2,,,,8.875,,,,,6.69,,,,,,,,,,,,
4226,COc1ccc2c(c1)CCC=C2CCCN1CCN(c2ccccc2OC)CC1,,,,8.725,,,,,6.41,,,,,,,,,,,,
4230,COc1ccccc1N1CCN(CCCC2=CCCc3cccc(OC)c32)CC1,,,,8.06,,,,,6.11,,,,,,,,,,,,
4234,COc1ccccc1N1CCN(CCCC2=CCCc3ccccc32)CC1,,,,7.8,,,,,6.98,,,,,,,,,,,,
4259,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,,,,,,,,,,,,,,,,,,,,,7.2
4260,COc1ccc2c(c1)CCC=C2CCCN1CCN(c2cc(OC)ccc2OC)CC1,,,,6.79,,,,,6.03,,,,,,,,,,,,
4261,COc1ccc2c(c1)CCC=C2CCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,,,,6.86,,,,,5.93,,,,,,,,,,,,
4504,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,,,,,,,,,,,,5.15,5.59,,,,,,,,
4584,NCCc1ccc(O)c(O)c1,,,,5.3,,,,,,,,,,,,,,,,,
4634,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,,6.8,,7.12,5.66,,,,9.00333333333333,,8.31666666666667,5.78666666666667,5.786,,,,,4.2,,5.8,7.35333333333333
4671,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,,,,,,,,,4.57,,,,,,,,,,,,
4726,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,,,,,,,,,9.075,,8.68,,,,,,,,,,
4778,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,,,,,,,,,7.89,,7.97,,7.9,,,,,,,,
5105,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,,,,,,,,,,,6.11,,,,,,,,,
5371,Cc1cccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)c1,,,,,,,,,,,5.67,5.21,,,,,,,,,
5514,CCCN(CCN1C(=O)c2ccccc2C1=O)C1COc2cccc(OC)c2C1,,,,6.4,,,,,,,,,,,,,,,,,
5575,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,,,,,,,,,,,,4.795,,,,,,,,,
5582,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,,,,,,,,,,4.9,4.82,,,,,,,,,
5884,Clc1cccc(N2CCNCC2)c1,,7.6,,6.864,7.74,,,,7.4,,7.08875,7.205,7.721875,7.21,,,,5.06,,5.7,6.58666666666667
5893,O=C1c2ccccc2CCCN1CCN1CCC(Oc2ccc(F)cc2)CC1,,,,,,,,,,,7.5,,,,,,,,,,8.35
5898,O=C1c2ccccc2CCCN1CCN1CCC(N2C(=O)Cc3cc(F)ccc32)CC1,,,,,,,,,,,7.37,,,,,,,,,,8.16
5899,CCCCOc1ccccc1N1CCNCC1,,7.71,,7.96,8.4,,,,6.56,,,,,,,,,,,,
5902,O=C1c2ccccc2CCCN1CCN1CCC(c2c[nH]c3ccccc23)CC1,,,,,,,,,,,8.77,,,,,,,,,,9.39
5909,O=C1c2ccccc2CCCN1CCN1CCC(n2c(=O)oc3cc(F)ccc32)CC1,,,,,,,,,,,6.73,,,,,,,,,,8.03
5925,COc1ccccc1N1CCNCC1,,7.545,,7.23,7.76,,,,5.46,,,,,5.6,,,,,,8.92,6.755
5928,O=C1c2ccccc2CCCN1CCN1CCC(N2C(=O)Cc3ccccc32)CC1,,,,,,,,,,,6.65,,,,,,,,,,7.43
5931,Oc1ccccc1N1CCNCC1,,6.93,,7.45,7.13,,,,4.76,,,,,,,,,6.67,,,
5932,c1ccc(N2CCNCC2)cc1,,6.85,,6.35857142857143,7.2,,,,5.925,,,,,5.52,,,,,,,
5933,O=[N+]([O-])c1cccc(N2CCNCC2)c1,,6.6,,,7.47,,,,6.38,,,,,,,,,,,,
5935,O=C1c2ccccc2CCCN1CCN1CCC(n2nnc3cc(F)ccc32)CC1,,,,,,,,,,,7.31,,,,,,,,,,8.69
5963,O=C1c2ccccc2CCCN1CCN1CCC(n2nnc3ccccc32)CC1,,,,,,,,,,,6.57,,,,,,,,,,7.85
5969,Clc1cncc(N2CCNCC2)n1,,6.07,,6.4,5.80333333333333,,,,,,5.65833333333333,,6.605,,,,,,,,
5970,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,,5.06,,6.7325,,,,,7.485,,7.604,6.52,7.03,,,,,,,7.26,6.95
5975,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,,,,,,,,,,,,,,,5.64,,,,,,
5994,O=C1c2ccccc2CCCN1CCN1CCC(n2ccc3cc(F)ccc32)CC1,,,,,,,,,,,8.16,,,,,,,,,,9.25
5995,O=C1c2ccccc2CCCN1CCN1CCC(n2ccc3ccccc32)CC1,,,,,,,,,,,7.71,,,,,,,,,,8.56
6007,O=C1c2ccccc2CCCN1CCN1CCC(Oc2ccccc2)CC1,,,,,,,,,,,6.81,,,,,,,,,,7.69
6008,Fc1cccc(N2CCNCC2)c1,,7.06,,6.94,7.51,,,,,,,,,,,,,,,,
6009,N#Cc1ccccc1N1CCNCC1,,7.58,,7.59,7.66,,,,,,,,,,,,,,,,
6011,CCc1ccccc1N1CCNCC1,,7.77,,7.64,8.09,,,,6.91,,,,,,,,,,,,
6016,Fc1ccccc1N1CCNCC1,,7.24,,7.37,7.54,,,,,,,,,,,,,,,,
6059,Cc1ccc(OC2CCN(CCN3CCCc4ccccc4C3=O)CC2)cc1,,,,,,,,,,,7.26,,,,,,,,,,8.04
6060,O=C1c2ccccc2CCCN1CCN1CCC(Oc2ccc(Cl)cc2)CC1,,,,,,,,,,,7.13,,,,,,,,,,7.93
6074,O=C1c2ccccc2CCCN1CCN1CCC(n2c(=O)oc3ccccc32)CC1,,,,,,,,,,,6.01,,,,,,,,,,7.56
6093,COc1ccccc1C1CCN(CC2CCc3ccccc3C(=O)C2)CC1,,,,,,,,,,,,,,,,,,,,,7.95
6094,CC(C)c1ccccc1N1CCNCC1,,7.63,,7.9,8.4,,,,6.72,,,,,,,,,,,,
6095,Clc1ccccc1N1CCNCC1,,7.61,,7.18,7.93,,,,,,,,,,,,,,,,
6109,O=C1c2ccccc2CCCC1CCN1CCC(Oc2ccccc2)CC1,,,,,,,,,,,,,,,,,,,,,7.6
6110,O=C(c1ccc(F)cc1)C1CCN(CCN2CCCc3ccccc3C2=O)CC1,,,,,,,,,,,7.77,,,,,,,,,,8.78
6148,Cc1ccccc1OC1CCN(CCC2CCCc3ccccc3C2=O)CC1,,,,,,,,,,,,,,,,,,,,,7.95
6149,O=C1c2ccccc2CCCN1CCN1CCC(n2c(O)nc3cc(F)ccc32)CC1,,,,6.32,,5.62,,,,,6.52,6.0,5.48,,,,,5.83,,,8.65
6161,Cc1ccccc1N1CCNCC1,,7.21,,7.56,7.35,,,,6.25,,,,,,,,,,,,
6181,O=C1c2ccccc2CCCN1CCN1CCC(n2c(O)nc3ccccc32)CC1,,,,,,,,,,,,,,,,,,,,,7.99
6182,FC(F)(F)c1cccc(N2CCNCC2)c1,,7.7,,6.60333333333333,7.41666666666667,6.21,,,6.8375,,,,6.82,5.86,,,,,,,
6209,CCCc1ccccc1N1CCNCC1,,7.46,,7.71,7.8,,,,6.63,,,,,,,,,,,,
6210,CCCCc1ccccc1N1CCNCC1,,7.19,,7.72,8.08,,,,6.69,,,,,,,,,,,,
6211,CCOc1ccccc1N1CCNCC1,,7.37,,8.04,7.86,,,,6.11,,,,,,,,,,,,
6216,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,,,5.93333333333333,5.565,,,,8.5425,,8.10111111111111,6.89833333333333,7.65285714285714,,4.78,,,6.42,,7.54428571428571,7.3325
6220,CC(C)Oc1ccccc1N1CCNCC1,,7.72,,8.12,8.16,,,,6.63,,,,,,,,,,,,
6243,CNCCCN1c2ccccc2CCc2ccccc21,6.46,,,,,,,,,,5.76,4.57,5.5,,,,,,,,
6257,O=C(c1ccc(Cl)cc1)C1CCN(CCN2CCCc3ccccc3C2=O)CC1,,,,,,,,,,,7.11,,,,,,,,,,8.6
6270,O=C1CC(CN2CCC(Oc3ccccc3)CC2)CCc2ccccc21,,,,,,,,,,,,,,,,,,,,,7.73
6291,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2ccoc2c1,,5.53,,8.7,,,,,6.84,,6.84,,,,,,,,,,
6446,COc1cccc2c1CCCC2CN(C)CCc1ccc2c(c1)OCO2,,,,8.17,,,,,,,,,,,,,,,,,
6593,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@@H]1O,,,,7.4,,,,,,,,,,,,,,,,,
6643,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,,,,4.59666666666667,,,,,,,4.99,4.9025,,,,,,5.25,,,
6686,CC(C)Oc1ccccc1N1CCN(Cc2ccc(CN3CCCCC3=O)cc2)CC1,,,,8.23,,,,,,,,,,,,,,,,,
6713,CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,,,,8.77,5.54,,,,6.78,,,,,,,,,,,,
6720,CC(C)Oc1ccccc1N1CCN(Cc2ccccc2CN2CCCCC2=O)CC1,,,,8.8,,,,,,,,,,,,,,,,,
6723,CCN(CC)CC(=O)Nc1c(C)cccc1C,,,,,,,,,,,,,,,4.92,,,,,,
6753,CC(C)Oc1ccccc1N1CCN(Cc2ccccc2C(=O)N2CCCCC2)CC1,,,,8.17,,,,,,,,,,,,,,,,,
6870,CC(C)Oc1ccccc1N1CCN(Cc2cccc(CN3CCCCC3=O)c2)CC1,,,,8.0,,,,,,,,,,,,,,,,,
6914,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,,,,,5.9,,,,,,5.74,6.7575,5.71333333333333,,,,,,,6.12,
6968,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,,,,5.04,,,,,,,5.56,5.87,6.04,,,,,,,5.82,
7024,CC(C)Oc1ccccc1N1CCN(Cc2ccc(CN3CCCCC3=O)n2C)CC1,,7.24,,8.46,7.07,,,,6.0,,,,,,,,,,,,
7025,CC(C)Oc1ccccc1N1CCN(Cc2ccc(C(=O)N3CCCCC3)cc2)CC1,,,,6.25,,,,,,,,,,,,,,,,,
7065,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,,,,7.38,7.16,,,,,,7.3,6.722,5.8875,,,,,,,7.83,
7088,COc1cccc2c1C1CCN(CCc3ccccc3)[C@H]1CC2,,,,6.5,,,,,,,,,,,,,,,,,
7089,CCCN1CCC2c3cccc(O)c3CCC21,,,,6.47,,,,,,,,,,,,,,,,,
7094,C=CCN1CCC2c3c(cccc3OC)CC[C@@H]21,,,,7.155,,,,,,,,,,,,,,,,,
7115,C=CCN1CCC2c3cccc(OC)c3CC[C@@H]21,,,,8.0,,,,,,,,,,,,,,,,,
7144,C=CCN1CCC2c3cccc(O)c3CCC21,,,,6.92,,,,,,,,,,,,,,,,,
7179,CCCN1CCC2c3c(O)cccc3CCC21,,,,8.85,,,,,,,,,,,,,,,,,
7180,C=CCN1CCC2c3c(O)cccc3CCC21,,,,8.31,,,,,,,,,,,,,,,,,
7213,C=CCN1CCC2c3c(cccc3OC)CCC21,,,,8.33,,,,,,,,,,,,,,,,,
7220,C=CCN1CCC2c3c(cccc3OC)CC[C@H]21,,,,9.7,,,,,,,,,,,,,,,,,
7234,CCCN1[C@H](C)CC2c3c(cccc3OC)CC[C@H]21,,,,7.8,,,,,,,,,,,,,,,,,
7254,CCCN1CCC2c3c(cccc3OC)CCC21,,,,8.36,,,,,,,,,,,,,,,,,
7261,CCCN1[C@@H]2CCc3cccc(OC)c3C2C[C@@H]1C,,,,9.0,,,,,,,,,,,,,,,,,
7262,C=CCN1CCC2c3cccc(O)c3CC[C@H]21,,,,7.27,,,,,,,,,,,,,,,,,
7289,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,,,,,,,,,,,,4.54,,,4.85,,,,,,
7321,C=CCN1CCC2c3cccc(OC)c3CC[C@H]21,,,,6.6,,,,,,,,,,,,,,,,,
7506,O=C1CC2(CCCC2)CC(=O)N1OCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,,,,7.52,,,,,5.51,,,,,,,,,,,,
7507,COc1ccccc1N1CCN(CCCON2C(=O)CC3(CCCC3)CC2=O)CC1,,,,6.96,,,,,5.92,,,,,,,,,,,,
7587,COc1ccccc1N1CCN(CCCON2C(=O)CC3(CCCC3)CC2O)CC1,,,,7.22,,,,,,,,,,,,,,,,,
7593,O=C1CC2(CCCC2)CCN1OCCCN1CCN(c2nsc3ccccc23)CC1,,,,7.52,,,,,8.0,,,,,,,,,,,,
7646,NCC(c1ccccc1)c1ccccc1,,,,,,,,,,,5.328,,,,,,,,,,
7649,O=C(N[C@@H](Cc1ccccc1)CN1CCN(c2nsnc2Cl)CC1)C1CCCCC1,,,,9.1,,,,,,,,,,,,,,,,,
7650,CN(C)CC(c1ccccc1)c1ccccc1,,,,,,,,,,,5.13,,,,,,,,,,
7665,O=C1CC2(CCCC2)CC(=O)N1OCCN1CCN(c2ncccn2)CC1,,,,5.56,,,,,,,,,,,,,,,,,
7682,Cc1cccc(N2CCN(CCCON3C(=O)CC4(CCCC4)CC3=O)CC2)c1,,,,7.05,,,,,6.41,,,,,,,,,,,,
7683,O=C1c2ccccc2C(=O)N1OCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,,,,5.28,,,,,,,,,,,,,,,,,
7697,COc1ccccc1N1CCN(CCON2C(=O)CC3(CCCC3)CC2=O)CC1,,,,6.43,,,,,5.5,,,,,,,,,,,,
7698,O=C1CC2(CCCC2)CC(=O)N1OCCN1CCN(c2nsc3ccccc23)CC1,,,,6.01,,,,,6.62,,,,,,,,,,,,
7714,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,,6.47,,6.48129032258064,8.0,6.0,,,9.08375,,9.39767441860465,7.36833333333333,7.7709375,,,,,6.0,,5.88777777777778,8.37875
7715,COc1ccccc1N1CCN(CCCON2C(=O)c3ccccc3C2=O)CC1,,,,5.16,,,,,,,,,,,,,,,,,
7729,COc1ccccc1N1CCN(CCCON2CCC3(CCCC3)CC2=O)CC1,,,,7.16,,,,,5.57,,,,,,,,,,,,
7736,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,,5.11,,,,,,,4.88,,5.67,6.1175,5.76,6.48263157894737,5.45,,6.115,,,,
7747,COc1nsnc1N1CCN(C[C@@H](Cc2cccnc2)NC(=O)C2(C)CCCCC2)CC1,,,,8.52,,,,,,,,,,,,,,,,,
7753,CSc1cccc(N2CCN(CCCON3C(=O)CC4(CCCC4)CC3=O)CC2)c1,,,,7.3,,,,,,,,,,,,,,,,,
7761,COc1nsnc1N1CCN(C[C@@H](Cc2ccccc2)N(C)C(=O)C2CCCCC2)CC1,,,,8.82,,,,,,,,,,,,,,,,,
7762,O=C1CC2(CCCC2)CC(=O)N1OCCCN1CCN(c2ncccn2)CC1,,,,6.42,,,,,,,,,,,,,,,,,
7763,O=C1CC2(CCCC2)CC(=O)N1OCCCN1CCN(c2cccc(Cl)c2)CC1,,,,7.4,,,,,,,,,,,,,,,,,
7768,O=C(N[C@@H](Cc1ccccc1)CN1CCN(c2nsnc2Cl)CC1)c1ccncc1,,,,6.37,,,,,,,,,,,,,,,,,
7773,O=C1CC2(CCCC2)CC(O)N1OCCCN1CCN(c2nsc3ccccc23)CC1,,,,7.1,,,,,8.0,,,,,,,,,,,,
7781,O=C1CC2(CCCC2)CC(=O)N1OCCCN1CCN(c2nsc3ccccc23)CC1,,,,6.96,5.26,,,,7.7,,,,,,,,,,,,
7792,Cc1cccc(N2CCN(CCCON3C(=O)CC4(CCCC4)CC3=O)CC2)c1C,,,,6.77,,,,,6.6,,,,,,,,,,,,
7796,CN(C(=O)C1CCCCC1)[C@H](Cc1ccccc1)CN1CCN(c2nsnc2Cl)CC1,,,,8.35,,,,,,,,,,,,,,,,,
7798,O=C1CC2(CCCC2)CC(=O)N1OCCCN1CCN(c2ccccc2Cl)CC1,,,,6.66,,,,,,,,,,,,,,,,,
7846,O=C1CC2(CCCC2)CC(=O)N1OCCCN1CCN(c2nc3ccccc3s2)CC1,,,,5.66,,,,,5.09,,,,,,,,,,,,
7847,COc1nsnc1N1CCN(C[C@@H](Cc2ccccc2)N(C)C(=O)c2ccccc2)CC1,,,,8.0,,,,,,,,,,,,,,,,,
8062,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,,,,,,,,,,,,5.06,,,,,,,,,
8167,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,,,,5.43,,,,,,,,5.345,5.48,,,,,,,,
8209,COc1ccc2cccc(CCNC(C)=O)c2c1,,,,,,,,,,,,5.87,5.986,,,,,,,,
8449,CCCN1CCN(CCC)C2(COc3cccc(OC)c3C2)C1,,,,5.52,,,,,,,5.0,,,,,,,,,,
8450,C=CCN1CC[C@@H]2Cc3c(cccc3OC)C[C@H]21,,,,7.506,,,,,,,,,,,,,,,,,
8463,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)CC1COc2cccc(OC)c2C1,,,,6.29,5.13,,,,,,5.11,,,,,,,,,,
8476,CCCN1CCN(CCCCN2C(=O)CC3(CCCC3)CC2=O)CC12COc1cccc(OC)c1C2,,,,4.8,5.8,,,,,,4.95,,,,,,,,,,
8512,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2C1,,,,8.2,5.16,,,,,,7.25,,,,,,,,,,
8513,CCCN(CCC)CC1COc2cccc(OC)c2C1,,,,6.63,4.64,,,,,,4.8,,4.47,,,,,,,,
8516,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,,,,,,,,,,,5.24,,,,,,,,,,
8531,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,,,,5.7425,,,,,,,,,,,,,,,,,
8543,CC(C)NCC(O)COc1cccc2[nH]ccc12,,7.0,,7.31357142857143,6.34,,,,4.53,,,,4.27,,,,,5.15,,,
8588,CCCN1CCN(Cc2ccccc2)CC12COc1cccc(OC)c1C2,,,,4.8,4.45,,,,,,4.61,,,,,,,,,,
8618,COc1cccc2c1CC(CNCCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,,,,9.89,5.52,,,,,,7.31,,,,,,,,,,
8619,CCCN(CCC)CC1(N(CCC)CCC)COc2cccc(OC)c2C1,,,,5.38,,,,,,,,,,,,,,,,,
8635,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,,,,9.524,5.205,,,,,,6.0,,,,,,,,,,
8636,COc1cccc2c1CC1(CCCN1CCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,,,,7.5125,5.284,,,,,,,,,,,,,,,,
8686,C=CCN1CC[C@@H]2Cc3c(cccc3OC)C[C@@H]21,,,,6.0,,,,,,,,,,,,,,,,,
8724,C=CCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21,,,,6.3,,,,,,,,,,,,,,,,,
8725,C=CCN1CC[C@@H]2Cc3c(O)cccc3C[C@H]21,,,,7.2625,,,,,,,,,,,,,,,,,
8786,CCCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21,,,,6.3,,,,,,,,,,,,,,,,,
8787,CCCN1CC[C@@H]2Cc3c(O)cccc3C[C@H]21,,,,7.386,,,,,,,,,,,,,,,,,
8822,CCCN1CC[C@@H]2Cc3c(O)cccc3C[C@@H]21,,,,6.0,,,,,,,,,,,,,,,,,
8828,CCCN1[C@@H](C)C[C@@H]2Cc3cccc(OC)c3C[C@@H]21,,,,7.96,,,,,,,,,,,,,,,,,
8829,CCCN1[C@H](C)C[C@@H]2Cc3cccc(OC)c3C[C@@H]21,,,,6.42,,,,,,,,,,,,,,,,,
8830,COc1cccc2c1C[C@H]1CCN(Cc3ccccc3)[C@H]1C2,,,,6.0,,,,,,,,,,,,,,,,,
8917,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,,,,5.06,4.86,,,,,,5.68,5.355,5.415,,,,,,,5.13,
8919,CCCN1CC[C@@H]2Cc3c(cccc3OC)C[C@@H]21,,,,6.0,,,,,,,,,,,,,,,,,
8920,CNCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1,,,,,5.09,,,,,,5.39,,,,,,,,,,
8960,CCCN1CC[C@@H]2Cc3c(cccc3OC)C[C@H]21,,,,7.51571428571429,,,,,,,,,,,,,,,,,
8965,C=CCN1CC[C@@H]2Cc3cccc(OC)c3C[C@H]21,,,,6.98,,,,,,,,,,,,,,,,,
8966,Oc1cccc2c1C[C@H]1CCN(CC3CC3)[C@@H]1C2,,,,7.16,,,,,,,,,,,,,,,,,
8972,COc1cccc2c1C[C@H]1CCN(CC3CC3)[C@@H]1C2,,,,7.52666666666667,,,,,,,,,,,,,,,,,
8976,COc1cccc2c1C[C@H]1CCN[C@H]1C2,,,,6.0,,,,,,,,,,,,,,,,,
8977,COc1cccc2c1C[C@H]1CCN[C@@H]1C2,,,,7.54,,,,,,,,,,,,,,,,,
9006,C=CCN1CC[C@@H]2Cc3cccc(OC)c3C[C@@H]21,,,,6.84,,,,,,,,,,,,,,,,,
9007,COc1cccc2c1C[C@H]1CCN(CC3CC3)[C@H]1C2,,,,6.14,,,,,,,,,,,,,,,,,
9021,CN(C)CCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1,,,,,,,,,,,5.43,,,,,,,,,,
9028,NCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1,,,,,4.85,,,,,,5.19,,,,,,,,,,
9053,COc1cccc2c1C[C@H]1CCN(Cc3ccccc3)[C@@H]1C2,,,,6.9,,,,,,,,,,,,,,,,,
9060,NCCc1ccc(O)cc1,5.07,,,5.1,,,,,,,,5.1,,,4.58,,,,,,
9061,NCCCc1ccccc1,4.93,,,,,,,,,,,,,,,,,,,,
9091,CCCN(CCC)CCc1cc(Cl)ccc1OCCc1ccccc1.O=C(O)C(=O)O,,,,6.54,,,,,6.71,,,,,,,,,,,,
9128,CCCN(CCC)C1CCc2c(O)cccc2C1,,,,6.22,,,,,,,,,,,,,,,,,6.33
9133,CCCN(CCC)C1CCc2cccc(OC)c2C1,,,,8.62833333333333,5.4,,,,6.035,,,,,,,,,,,,
9203,CCCN(CCC)C1CCc2c(cccc2OC)C1,,,,6.36,,,,,,,,,,,,,,,,,
9372,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,,,,,,,,,,5.09,,,,,,,,,
9459,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],,,,,,,,,,,,5.56,,,,,6.04,,,,
9495,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,,,,,,,,,,,,4.64,,,,,,,,,
9726,Oc1nc2cccc3c2n1CC(N(CC1CC1)CC1CC1)C3,,,,7.02,,,,,,,,,,,,,,,,,
9734,CCCCN(CCC)C1Cc2cccc3nc(O)n(c23)C1,,,,6.77,,,,,,,,,,,,,,,,,
9737,CCCN(CCC)C1Cc2cccc3nc(SC)n(c23)C1,,,,6.76,,,,,,,,,,,,,,,,,
9762,CCCN(CCC)C1Cc2cccc3ncn(c23)C1,,,,6.08,,,,,,,,,,,,,,,,,
9854,CCCN(CCC)C1Cc2cccc3c2n(c(=O)n3C)C1,,,,6.91,,,,,,,,,,,,,,,,,
9857,CCCN(CCC)C1Cc2cccc3ccc(=O)n(c23)C1,,,,7.77,,,,,,,,,,,,,,,,,
9873,CCCN(CCC)C1Cc2cccc3ncc(=O)n(c23)C1,,,,6.03,,,,,,,,,,,,,,,,,
9875,CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)C3,,,,6.97,,,,,,,,,,,,,,,,,
9889,COc1ccccc1N1CCN(CCCSc2nc3sc4c(c3c(=O)n2N)CCC4)CC1,,,,9.59,,,,,,,,,,,,,,,,,
9894,CCOc1ccccc1-c1nnc(SCCCN2CCN(c3ccccc3OC)CC2)s1,,,,8.16,,,,,,,,,,,,,,,,,
9898,CCc1cc2c(=O)n(N)c(SCCCN3CCN(c4ccccc4OC)CC3)nc2s1,,,,9.72,,,,,,,,,,,,,,,,,
9899,CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)CN3,,,,7.31,,,,,,,,,,,,,,,,,
9908,CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)C3=O,,,,6.16,,,,,,,,,,,,,,,,,
9913,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,,,,5.61,,,,,,,,,,,,,,,,,
9931,COc1ccccc1N1CCN(CCCSc2nc(N)c3c(C)c(C)sc3n2)CC1,,,,8.61,,,,,,,,,,,,,,,,,
9932,Nn1c(SCCCN2CCN(c3ncccn3)CC2)nc2sccc2c1=O,,,,8.3,,,,,,,,,,,,,,,,,
9938,Cc1sc2nc(SCCCN3CCN(c4ccccc4[N+](=O)[O-])CC3)n(N)c(=O)c2c1C,,,,8.84,,,,,,,,,,,,,,,,,
9940,CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)CC3,,,,8.62,,,,,,,,,,,,,,,,,
9946,Cc1sc2nc(SCCCN3CCN(c4ncccn4)CC3)n(N)c(=O)c2c1C,,,,8.3,,,,,,,6.0,,5.7,7.7,,,,,,,
9955,COc1ccccc1N1CCN(CCCSc2nc3sc(C)c(C)c3c(=O)n2N)CC1,,,,9.66,6.16,,,,,,6.52,,6.22,6.1,,,,,,,
